key_resp.keys,key_resp.rt,slider.response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimuli,scenario,Initialer (f.eks. TP):,Alder (f.eks. 20 ):,Køn (mand/kvinde/andet):,date,expName,psychopyVersion,OS,frameRate,fbclid
,,8,0,18,18,31,1,stim_WN02.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,19,19,18,1,stim_MN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,20,20,13,1,stim_MN04.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,21,21,39,1,stim_WN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,22,22,7,1,stim_MJ08.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,23,23,29,1,stim_WJ10.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,24,24,30,1,stim_WN01.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,25,25,8,1,stim_MJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,26,26,38,1,stim_WN09.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,27,27,22,1,stim_WJ03.jpg,"Du kan ikke selv løse en matematisk opgave, og du er derfor nødt til at spørge om hjælp. Hvor tilbøjelig er du til stole på at personen på billedet kan hjælpe dig med opgaven?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,28,28,19,1,stim_MN10.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,29,29,5,1,stim_MJ06.jpg,"Denne person sælger et møbel på Den Blå Avis, som du gerne vil købe. Personen siger, at du kan få det, hvis du har mulighed for at hente det på deres private adresse. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?",KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,30,30,28,1,stim_WJ09.jpg,Du går alene på gaden om aftenen. Personen på billedet kommer op til dig og vil stille dig et spørgsmål. Hvor tilbøjelig er du til at stole på personen på billedet i denne situation?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
,,8,0,31,31,35,1,stim_WN06.jpg,Du skal have foretaget en knæoperation under fuld narkose. Personen på billedet er lægen som skal foretage operationen. Hvor tilbøjelig er du til at stole på personen på billedet til at foretage operationen?,KS,37,Mand,2021-05-11_08h40.48.808,theaoglinaexperiment,2021.1.4,Win32,59.90893841,IwAR34ousX-iqeuhTXv0SY8UEgUxk-f6C1CZv3HgAeyQ19QS9_c2LmNNlzguU
